time,height
37.62,8.123075016
37.64,8.126361264
37.66,8.131767672
37.68,8.135901984
37.7,8.142527484
37.72,8.15042508
37.74,8.156626548
37.76,8.16738636
37.78,8.183128548000001
37.8,8.198022672
37.82,8.210425608
37.84,8.223676608
37.86,8.236132548
37.88,8.24768742
37.9,8.255585016
37.92,8.258076204
37.94,8.264277672
37.96,8.275885548
37.98,8.285002236
38.0,8.291998764
38.02,8.298624264
38.04,8.29989636
38.06,8.297829204
38.08,8.298624264
38.1,8.29989636
38.12,8.304454704
38.14,8.305673796
38.16,8.309013047999999
38.18,8.32268808
38.2,8.336310108
38.22,8.347493952
38.24,8.35952586
38.26,8.371928796
38.28,8.381893547999999
38.3,8.391805296
38.32,8.401346016
38.34,8.411681796
38.36,8.42578086
38.38,8.439455892
38.4,8.45307792
38.42,8.463890736
38.44,8.473802484
38.46,8.48620542
38.48,8.49574614
38.5,8.503643736
38.52,8.508573108
38.54,8.511064295999999
38.56,8.514827579999999
38.58,8.520180984
38.6,8.525958419999998
38.62,8.529721704
38.64,8.532212892
38.66,8.535499139999999
38.68,8.537990328
38.7,8.540905548
38.72,8.542972704
38.74,8.54503986
38.76,8.54583492
38.78,8.547531048
38.8,8.549174171999999
38.82,8.550817296
38.84,8.55458058
38.86,8.557442796
38.88,8.559933983999999
38.9,8.557442796
38.92,8.55537564
38.94,8.55908592
38.96,8.56491636
38.98,8.570269764
39.0,8.576100204
39.02,8.580658548
39.04,8.582725704
39.06,8.58479286
39.08,8.588079108
39.1,8.59221342
39.12,8.593485516
39.14,8.59221342
39.16,8.593485516
39.18,8.596400736
39.2,8.600535048
39.22,8.60546442
39.24,8.60837964
39.26,8.612089919999999
39.28,8.613786048
39.3,8.614581108
39.32,8.614581108
39.34,8.613786048
39.36,8.613786048
39.38,8.615429171999999
39.4,8.619139452
39.42,8.622902736
39.44,8.626188983999999
39.46,8.630323295999998
39.48,8.635729704
39.5,8.64071208
39.52,8.643998327999999
39.54,8.64442236
39.56,8.643150263999999
